id_client;sexe;tranche_age;enfant_conduit_accompagne;Enfants ;revenus;tranche_tarifs;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule
186;F;[40-60];non;non;[10K,40K];[400,600];Private;Minivan;no;3;7.0;Highly Urban/ Urban;08/05/2022 19:44;complet;dev_premium
187;M;[80-100];oui;non;[40K,80K];[200,400];Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;08/05/2022 18:08;complet;dev_integral
188;F;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;18.0;Highly Urban/ Urban;08/05/2022 13:32;complet;dev_express
189;M;[40-60];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;0;7.0;Highly Urban/ Urban;08/05/2022 12:04;complet;dev_integral
190;F;[20-40];non;non;[80K,100K];[200,400];Private;Sports Car;no;1;17.0;Highly Urban/ Urban;08/05/2022 03:44;complet;dev_express
191;F;[40-60];non;oui;[10K,40K];[200,400];Private;z_SUV;no;6;1.0;Highly Urban/ Urban;07/05/2022 22:16;complet;dev_express
192;F;[20-40];oui;oui;[40K,80K];[200,400];Private;Van;yes;1;;Highly Urban/ Urban;07/05/2022 20:16;complet;dev_express
193;F;[80-100];non;non;[100K,400K];[200,400];Commercial;Van;no;2;12.0;Highly Urban/ Urban;07/05/2022 14:05;complet;dev_express
194;F;[40-60];non;non;[40K,80K];[200,400];Commercial;Van;yes;3;21.0;Highly Urban/ Urban;07/05/2022 13:12;complet;dev_integral
195;F;[40-60];non;non;[40K,80K];[200,400];Private;Van;no;3;13.0;Highly Urban/ Urban;07/05/2022 12:43;complet;dev_express
196;F;[60-80];non;non;[100K,400K];[200,400];Private;Pickup;yes;4;22.0;Highly Urban/ Urban;07/05/2022 12:19;complet;dev_integral
197;M;[60-80];non;oui;[10K,40K];[200,400];Private;z_SUV;no;5;1.0;Highly Urban/ Urban;07/05/2022 11:43;complet;dev_integral
198;M;[60-80];oui;oui;0;[200,400];Commercial;Pickup;no;0;18.0;z_Highly Rural/ Rural;07/05/2022 03:05;complet;dev_integral
199;F;[60-80];non;oui;[100K,400K];[200,400];Private;z_SUV;no;3;14.0;Highly Urban/ Urban;06/05/2022 19:34;complet;dev_integral
200;M;[0-20];non;oui;[40K,80K];[200,400];Commercial;z_SUV;no;1;5.0;Highly Urban/ Urban;06/05/2022 19:28;complet;dev_express
201;M;[0-20];non;oui;[40K,80K];[200,400];Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;06/05/2022 19:13;complet;dev_integral
202;F;[60-80];non;non;[100K,400K];[200,400];Commercial;Panel Truck;no;6;18.0;Highly Urban/ Urban;06/05/2022 19:05;complet;dev_express
203;F;[0-20];non;non;[100K,400K];[400,600];Commercial;Panel Truck;yes;4;8.0;Highly Urban/ Urban;06/05/2022 15:53;complet;dev_premium
204;M;[40-60];oui;oui;[100K,400K];[200,400];Commercial;Minivan;no;0;12.0;Highly Urban/ Urban;06/05/2022 14:07;complet;dev_express
205;F;[40-60];non;non;[10K,40K];[200,400];Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;06/05/2022 12:51;complet;dev_integral
206;M;[60-80];non;non;[100K,400K];[200,400];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;06/05/2022 08:05;complet;dev_integral
207;F;[60-80];non;non;[40K,80K];[200,400];Private;Sports Car;no;0;10.0;Highly Urban/ Urban;06/05/2022 07:53;complet;dev_express
208;F;[80-100];non;oui;[100K,400K];[400,600];Private;z_SUV;no;0;13.0;Highly Urban/ Urban;06/05/2022 04:55;complet;dev_premium
209;M;[20-40];non;non;0;[400,600];Private;Sports Car;no;0;7.0;z_Highly Rural/ Rural;05/05/2022 14:13;complet;dev_premium
210;M;[0-20];non;non;[100K,400K];[200,400];Private;Pickup;no;2;15.0;Highly Urban/ Urban;05/05/2022 07:55;complet;dev_integral
211;M;[40-60];non;oui;[40K,80K];[200,400];Private;Van;yes;1;8.0;Highly Urban/ Urban;05/05/2022 04:13;complet;dev_integral
212;M;[20-40];non;non;0;[200,400];Commercial;Minivan;no;0;8.0;Highly Urban/ Urban;04/05/2022 21:53;complet;dev_integral
213;F;[40-60];non;non;[10K,40K];[200,400];Private;Pickup;yes;1;1.0;Highly Urban/ Urban;04/05/2022 21:01;complet;dev_express
214;F;[40-60];non;non;[10K,40K];[200,400];Private;Pickup;yes;2;1.0;Highly Urban/ Urban;04/05/2022 19:49;complet;dev_express
215;M;[60-80];oui;oui;[40K,80K];[200,400];Private;Sports Car;no;2;1.0;Highly Urban/ Urban;04/05/2022 10:23;complet;dev_integral
216;M;[60-80];non;non;[40K,80K];[200,400];Commercial;z_SUV;yes;0;13.0;Highly Urban/ Urban;04/05/2022 07:09;complet;dev_integral
217;M;[0-20];oui;oui;[40K,80K];[200,400];Private;Minivan;yes;0;7.0;Highly Urban/ Urban;04/05/2022 06:00;complet;dev_express
218;F;[40-60];non;non;[40K,80K];[200,400];Private;Sports Car;no;0;19.0;Highly Urban/ Urban;03/05/2022 20:20;complet;dev_express
219;M;[40-60];non;oui;0;[400,600];Private;Pickup;no;2;1.0;z_Highly Rural/ Rural;03/05/2022 20:04;complet;dev_premium
220;M;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;2;14.0;Highly Urban/ Urban;03/05/2022 13:03;complet;dev_express
221;M;[20-40];non;oui;[10K,40K];[200,400];Private;Minivan;yes;0;;Highly Urban/ Urban;03/05/2022 10:57;complet;dev_integral
222;M;[60-80];non;oui;[100K,400K];[200,400];Private;Minivan;no;1;14.0;Highly Urban/ Urban;03/05/2022 02:56;complet;dev_express
223;F;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/05/2022 23:12;complet;dev_integral
224;F;[80-100];non;non;[40K,80K];[200,400];Commercial;Pickup;no;1;;Highly Urban/ Urban;02/05/2022 22:21;complet;dev_express
225;M;[0-20];non;non;0;[400,600];Private;z_SUV;no;4;1.0;Highly Urban/ Urban;02/05/2022 20:32;complet;dev_premium
226;F;[80-100];non;oui;[10K,40K];[200,400];Commercial;Panel Truck;yes;4;6.0;Highly Urban/ Urban;02/05/2022 17:11;complet;dev_integral
227;F;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;yes;1;;Highly Urban/ Urban;02/05/2022 16:43;complet;dev_integral
228;F;[20-40];non;non;[80K,100K];[200,400];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/05/2022 13:16;complet;dev_express
229;M;[0-20];non;non;0;[200,400];Commercial;Van;no;5;6.0;z_Highly Rural/ Rural;02/05/2022 08:44;complet;dev_integral
230;F;[40-60];non;non;[4000,8000];[200,400];Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;02/05/2022 08:14;complet;dev_express
231;F;[0-20];non;non;[40K,80K];[400,600];Private;Minivan;yes;0;7.0;Highly Urban/ Urban;02/05/2022 07:04;complet;dev_premium
232;F;[40-60];non;non;[80K,100K];[200,400];Private;z_SUV;no;1;8.0;Highly Urban/ Urban;02/05/2022 04:51;complet;dev_express
233;F;[40-60];non;non;0;[200,400];Commercial;Minivan;no;0;11.0;z_Highly Rural/ Rural;02/05/2022 00:05;complet;dev_express
234;M;[60-80];non;non;[80K,100K];[200,400];Private;Pickup;no;0;7.0;Highly Urban/ Urban;01/05/2022 22:37;complet;dev_express
235;M;[40-60];non;non;0;[200,400];Private;z_SUV;no;3;7.0;Highly Urban/ Urban;01/05/2022 19:40;complet;dev_express
236;F;[20-40];non;oui;[10K,40K];[200,400];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;01/05/2022 17:43;complet;dev_express
237;M;[40-60];oui;oui;[40K,80K];[200,400];Private;Minivan;yes;6;9.0;Highly Urban/ Urban;01/05/2022 13:54;complet;dev_integral
238;F;[80-100];non;oui;[80K,100K];[200,400];Private;Minivan;no;0;16.0;Highly Urban/ Urban;01/05/2022 13:47;complet;dev_integral
239;F;[20-40];non;oui;[1000,4000];[400,600];Commercial;Pickup;no;0;1.0;z_Highly Rural/ Rural;01/05/2022 13:37;complet;dev_premium
240;M;[40-60];non;non;[80K,100K];[200,400];Commercial;Minivan;no;1;9.0;z_Highly Rural/ Rural;01/05/2022 01:21;complet;dev_integral
241;M;[20-40];non;non;[10K,40K];[200,400];Private;Minivan;no;4;4.0;z_Highly Rural/ Rural;01/05/2022 00:26;complet;dev_integral
242;F;[40-60];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;30/04/2022 23:46;complet;dev_express
243;F;[80-100];non;oui;[4000,8000];[200,400];Private;z_SUV;no;5;8.0;Highly Urban/ Urban;30/04/2022 23:20;complet;dev_express
244;F;[40-60];non;oui;[100K,400K];[200,400];Private;Minivan;no;0;10.0;Highly Urban/ Urban;30/04/2022 23:07;complet;dev_integral
245;M;[60-80];non;non;[10K,40K];[400,600];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;30/04/2022 22:44;complet;dev_premium
246;F;[40-60];non;non;[80K,100K];[200,400];Commercial;Van;no;3;8.0;Highly Urban/ Urban;30/04/2022 22:43;complet;dev_integral
247;F;[80-100];non;non;0;[200,400];Private;Minivan;no;0;10.0;Highly Urban/ Urban;30/04/2022 22:26;complet;dev_express
248;M;[0-20];non;oui;[10K,40K];[200,400];Private;Pickup;yes;3;1.0;Highly Urban/ Urban;30/04/2022 20:11;complet;dev_express
249;F;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;no;1;20.0;Highly Urban/ Urban;30/04/2022 07:11;complet;dev_express
250;M;[20-40];non;non;[100K,400K];[200,400];Private;Sports Car;no;0;11.0;Highly Urban/ Urban;29/04/2022 21:33;complet;dev_integral
251;F;[40-60];non;non;[10K,40K];[200,400];Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;29/04/2022 13:22;complet;dev_express
252;F;[80-100];oui;oui;[10K,40K];[200,400];Private;z_SUV;no;0;4.0;z_Highly Rural/ Rural;29/04/2022 12:31;complet;dev_integral
253;M;[0-20];non;non;[10K,40K];[200,400];Private;Pickup;no;3;1.0;Highly Urban/ Urban;29/04/2022 09:55;complet;dev_integral
254;F;[0-20];non;non;[10K,40K];[200,400];Private;Minivan;no;0;15.0;Highly Urban/ Urban;29/04/2022 09:35;complet;dev_express
255;M;[80-100];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;9.0;Highly Urban/ Urban;29/04/2022 08:01;complet;dev_premium
256;F;[40-60];non;non;[40K,80K];[200,400];Private;Pickup;yes;0;10.0;Highly Urban/ Urban;29/04/2022 03:01;complet;dev_integral
257;F;[60-80];oui;oui;[40K,80K];[200,400];Private;z_SUV;no;4;11.0;z_Highly Rural/ Rural;29/04/2022 01:23;complet;dev_integral
258;F;[20-40];non;oui;0;[400,600];Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022 20:05;complet;dev_premium
259;F;[80-100];non;non;[80K,100K];[200,400];Private;Sports Car;no;0;12.0;Highly Urban/ Urban;28/04/2022 19:59;complet;dev_express
260;M;[0-20];non;non;[40K,80K];[200,400];Private;Van;no;0;18.0;Highly Urban/ Urban;28/04/2022 17:36;complet;dev_integral
261;F;[80-100];non;non;[40K,80K];[200,400];Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022 02:43;complet;dev_integral
262;M;[20-40];oui;oui;0;[200,400];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;27/04/2022 20:44;complet;dev_express
263;F;[60-80];non;oui;[10K,40K];[200,400];Commercial;z_SUV;no;0;4.0;Highly Urban/ Urban;27/04/2022 19:14;complet;dev_express
264;M;[40-60];non;non;[40K,80K];[200,400];Private;z_SUV;no;1;7.0;Highly Urban/ Urban;27/04/2022 16:49;complet;dev_integral
265;M;[0-20];non;non;[10K,40K];[200,400];Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;27/04/2022 15:06;complet;dev_express
266;M;[80-100];non;non;[100K,400K];[200,400];Commercial;Panel Truck;no;2;13.0;Highly Urban/ Urban;27/04/2022 04:09;complet;dev_express
267;F;[40-60];non;non;[40K,80K];[200,400];Private;Pickup;no;0;8.0;Highly Urban/ Urban;27/04/2022 03:37;complet;dev_express
268;M;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;27/04/2022 00:55;complet;dev_integral
269;F;[60-80];non;oui;[10K,40K];[200,400];Commercial;z_SUV;no;3;4.0;Highly Urban/ Urban;27/04/2022 00:03;complet;dev_express
270;M;[0-20];non;non;[10K,40K];[200,400];Private;Minivan;no;0;8.0;Highly Urban/ Urban;26/04/2022 23:23;complet;dev_integral
271;F;[20-40];oui;oui;[10K,40K];[200,400];Private;Sports Car;no;1;7.0;Highly Urban/ Urban;26/04/2022 16:17;complet;dev_express
272;M;[40-60];non;non;[1000,4000];[200,400];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;26/04/2022 15:07;complet;dev_express
273;F;[20-40];non;non;[80K,100K];[200,400];Private;Minivan;no;2;15.0;Highly Urban/ Urban;26/04/2022 15:04;complet;dev_integral
274;M;[80-100];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;6;9.0;Highly Urban/ Urban;26/04/2022 10:16;complet;dev_premium
275;M;[20-40];non;non;[80K,100K];[400,600];Commercial;Minivan;yes;0;9.0;Highly Urban/ Urban;26/04/2022 08:50;complet;dev_premium
276;F;[20-40];non;oui;[10K,40K];[200,400];Private;Minivan;no;0;1.0;Highly Urban/ Urban;25/04/2022 21:28;complet;dev_integral
277;M;[40-60];non;non;0;[200,400];Private;Van;no;1;14.0;Highly Urban/ Urban;25/04/2022 17:47;complet;dev_express
278;F;[80-100];non;non;[80K,100K];[200,400];Commercial;Panel Truck;no;5;10.0;Highly Urban/ Urban;25/04/2022 16:57;complet;dev_express
279;F;[80-100];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;10.0;Highly Urban/ Urban;25/04/2022 14:43;complet;dev_integral
280;M;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022 12:32;complet;dev_express
281;F;[80-100];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;6.0;Highly Urban/ Urban;25/04/2022 11:54;complet;dev_integral
282;F;[20-40];oui;oui;[10K,40K];[200,400];Private;Sports Car;no;1;1.0;Highly Urban/ Urban;25/04/2022 09:36;complet;dev_integral
283;M;[80-100];non;non;[100K,400K];[200,400];Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022 08:56;complet;dev_premium
284;M;[20-40];non;non;[40K,80K];[200,400];Commercial;Panel Truck;no;4;15.0;Highly Urban/ Urban;25/04/2022 02:27;complet;dev_integral
285;M;[40-60];non;non;[40K,80K];[400,600];Commercial;Pickup;no;2;10.0;Highly Urban/ Urban;25/04/2022 02:13;complet;dev_premium
286;F;[40-60];non;oui;0;[400,600];Private;Sports Car;no;6;7.0;Highly Urban/ Urban;24/04/2022 23:44;complet;dev_premium
287;F;[20-40];non;oui;[80K,100K];[400,600];Commercial;Panel Truck;yes;0;24.0;Highly Urban/ Urban;24/04/2022 21:41;complet;dev_premium
288;F;[60-80];non;non;0;[200,400];Commercial;Pickup;no;0;15.0;Highly Urban/ Urban;24/04/2022 13:56;complet;dev_express
289;M;[40-60];non;non;[40K,80K];[200,400];Private;Sports Car;no;4;1.0;Highly Urban/ Urban;24/04/2022 02:36;complet;dev_integral
290;M;[0-20];non;oui;[4000,8000];[200,400];Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;23/04/2022 18:46;complet;dev_integral
291;F;[20-40];non;oui;[10K,40K];[200,400];Private;Minivan;yes;4;8.0;z_Highly Rural/ Rural;23/04/2022 17:43;complet;dev_integral
292;M;[40-60];non;non;[40K,80K];[200,400];Commercial;Van;no;1;12.0;Highly Urban/ Urban;23/04/2022 16:15;complet;dev_premium
293;F;[0-20];non;non;[40K,80K];[400,600];Private;z_SUV;no;6;;Highly Urban/ Urban;23/04/2022 11:29;complet;dev_premium
294;F;[40-60];non;oui;[10K,40K];[200,400];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;23/04/2022 08:07;complet;dev_integral
295;F;[40-60];non;oui;[8000,10K];[200,400];Private;Sports Car;yes;10;0.0;Highly Urban/ Urban;23/04/2022 05:49;complet;dev_express
296;F;[60-80];non;non;[10K,40K];[200,400];Private;Pickup;yes;0;1.0;Highly Urban/ Urban;23/04/2022 04:43;complet;dev_express
297;M;[20-40];non;non;[40K,80K];[200,400];Commercial;Van;yes;2;9.0;Highly Urban/ Urban;23/04/2022 00:38;complet;dev_integral
298;F;[80-100];non;non;0;[200,400];Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;22/04/2022 23:48;complet;dev_integral
299;F;[60-80];non;non;[80K,100K];[200,400];Commercial;Van;yes;4;17.0;Highly Urban/ Urban;22/04/2022 21:23;complet;dev_express
300;M;[60-80];non;oui;0;[200,400];Commercial;z_SUV;no;9;1.0;Highly Urban/ Urban;22/04/2022 14:21;complet;dev_integral
301;F;[40-60];non;non;[100K,400K];[200,400];Commercial;Panel Truck;no;1;;Highly Urban/ Urban;22/04/2022 13:14;complet;dev_integral
302;F;[0-20];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;6.0;Highly Urban/ Urban;22/04/2022 08:38;complet;dev_integral
303;M;[60-80];non;non;[80K,100K];[200,400];Private;Minivan;yes;0;6.0;Highly Urban/ Urban;22/04/2022 07:51;complet;dev_express
304;F;[0-20];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;22/04/2022 03:55;complet;dev_integral
305;F;[40-60];non;non;[40K,80K];[200,400];Private;z_SUV;no;5;;Highly Urban/ Urban;22/04/2022 03:39;complet;dev_integral
306;F;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;5;7.0;Highly Urban/ Urban;21/04/2022 16:29;complet;dev_express
307;F;[60-80];non;oui;0;[200,400];Private;Sports Car;no;0;6.0;Highly Urban/ Urban;21/04/2022 14:09;complet;dev_integral
308;M;[20-40];non;non;[40K,80K];[200,400];Private;Minivan;yes;5;10.0;Highly Urban/ Urban;21/04/2022 12:08;complet;dev_express
309;F;[40-60];non;non;[40K,80K];[200,400];Commercial;Panel Truck;yes;0;15.0;Highly Urban/ Urban;21/04/2022 08:04;complet;dev_express
310;M;[40-60];non;oui;[10K,40K];[200,400];Private;Minivan;yes;2;1.0;Highly Urban/ Urban;20/04/2022 23:17;complet;dev_premium
311;M;[20-40];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;20/04/2022 21:31;complet;dev_express
312;M;[60-80];non;non;[8000,10K];[200,400];Private;z_SUV;no;2;15.0;Highly Urban/ Urban;20/04/2022 18:29;complet;dev_express
313;M;[20-40];non;non;[40K,80K];[200,400];Private;z_SUV;no;2;12.0;Highly Urban/ Urban;20/04/2022 10:04;complet;dev_express
314;M;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;20/04/2022 07:29;complet;dev_premium
315;M;[40-60];oui;oui;[40K,80K];[200,400];Private;Sports Car;no;2;1.0;z_Highly Rural/ Rural;20/04/2022 06:44;complet;dev_express
316;M;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;no;1;13.0;Highly Urban/ Urban;20/04/2022 04:58;complet;dev_express
317;F;[0-20];non;non;0;[200,400];Private;z_SUV;no;3;5.0;Highly Urban/ Urban;20/04/2022 03:46;complet;dev_integral
318;F;[0-20];non;oui;[40K,80K];[200,400];Private;Pickup;no;2;9.0;Highly Urban/ Urban;20/04/2022 02:39;complet;dev_integral
319;F;[20-40];non;non;[100K,400K];[200,400];Private;z_SUV;no;1;18.0;Highly Urban/ Urban;20/04/2022 02:38;complet;dev_integral
320;F;[60-80];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;1;6.0;Highly Urban/ Urban;20/04/2022 01:02;complet;dev_express
321;F;[80-100];non;non;[40K,80K];[200,400];Private;Sports Car;no;4;8.0;Highly Urban/ Urban;20/04/2022 00:32;complet;dev_express
322;F;[60-80];non;non;[100K,400K];[200,400];Private;z_SUV;no;1;12.0;Highly Urban/ Urban;19/04/2022 21:51;complet;dev_integral
323;F;[0-20];non;non;[4000,8000];[200,400];Commercial;Minivan;yes;1;17.0;Highly Urban/ Urban;19/04/2022 21:43;complet;dev_integral
324;F;[40-60];non;oui;[40K,80K];[200,400];Private;Van;yes;0;12.0;Highly Urban/ Urban;19/04/2022 19:52;complet;dev_integral
325;F;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;2;11.0;Highly Urban/ Urban;19/04/2022 19:04;complet;dev_integral
326;M;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;4;3.0;Highly Urban/ Urban;19/04/2022 01:39;complet;dev_express
327;M;[60-80];oui;oui;[10K,40K];[400,600];Commercial;Panel Truck;yes;1;8.0;Highly Urban/ Urban;19/04/2022 01:02;complet;dev_premium
328;M;[0-20];non;non;[80K,100K];[200,400];Private;Van;no;11;16.0;Highly Urban/ Urban;18/04/2022 23:11;complet;dev_integral
329;F;[20-40];non;non;[100K,400K];[200,400];Commercial;Van;no;3;10.0;Highly Urban/ Urban;18/04/2022 16:02;complet;dev_integral
330;M;[0-20];oui;oui;[40K,80K];[200,400];Commercial;z_SUV;no;4;6.0;Highly Urban/ Urban;18/04/2022 15:10;complet;dev_express
331;F;[40-60];non;non;[80K,100K];[200,400];Private;Minivan;no;0;;Highly Urban/ Urban;18/04/2022 14:58;complet;dev_integral
332;M;[80-100];non;oui;[10K,40K];[200,400];Private;Sports Car;no;3;7.0;Highly Urban/ Urban;18/04/2022 10:41;complet;dev_express
333;M;[60-80];non;oui;[100K,400K];[200,400];Private;z_SUV;no;2;18.0;Highly Urban/ Urban;18/04/2022 02:22;complet;dev_express
334;M;[60-80];oui;oui;[80K,100K];[200,400];Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;17/04/2022 21:45;complet;dev_integral
335;M;[60-80];non;oui;[10K,40K];[200,400];Commercial;Pickup;no;0;3.0;z_Highly Rural/ Rural;17/04/2022 18:55;complet;dev_integral
336;F;[0-20];non;non;[40K,80K];[200,400];Commercial;Panel Truck;no;5;8.0;Highly Urban/ Urban;17/04/2022 16:52;complet;dev_integral
337;F;[20-40];oui;oui;[40K,80K];[200,400];Private;Minivan;yes;0;6.0;Highly Urban/ Urban;17/04/2022 15:27;complet;dev_integral
338;M;[60-80];non;non;[40K,80K];[200,400];Private;Pickup;no;0;15.0;Highly Urban/ Urban;17/04/2022 13:11;complet;dev_integral
339;M;[60-80];non;non;[10K,40K];[200,400];Private;Minivan;no;2;1.0;z_Highly Rural/ Rural;17/04/2022 11:37;complet;dev_integral
340;M;[20-40];non;non;[10K,40K];[200,400];Private;z_SUV;no;3;7.0;Highly Urban/ Urban;17/04/2022 11:05;complet;dev_express
341;M;[60-80];oui;oui;[40K,80K];[200,400];Private;z_SUV;no;2;7.0;Highly Urban/ Urban;17/04/2022 09:27;complet;dev_integral
342;F;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;no;6;17.0;Highly Urban/ Urban;17/04/2022 06:36;complet;dev_premium
343;F;[20-40];non;non;[80K,100K];[200,400];Private;Minivan;yes;2;;z_Highly Rural/ Rural;17/04/2022 04:32;complet;dev_express
344;F;[40-60];non;non;[10K,40K];[200,400];Private;z_SUV;no;3;;Highly Urban/ Urban;16/04/2022 20:05;complet;dev_express
345;M;[0-20];non;non;[100K,400K];[200,400];Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;16/04/2022 13:39;complet;dev_express
346;M;[40-60];non;non;[40K,80K];[400,600];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;16/04/2022 11:32;complet;dev_premium
347;F;[60-80];non;non;[40K,80K];[200,400];Private;Pickup;yes;2;10.0;Highly Urban/ Urban;16/04/2022 10:28;complet;dev_integral
348;M;[0-20];non;non;[40K,80K];[200,400];Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;16/04/2022 09:07;complet;dev_integral
349;M;[40-60];oui;oui;[10K,40K];[200,400];Private;z_SUV;no;1;10.0;z_Highly Rural/ Rural;16/04/2022 08:28;complet;dev_integral
350;F;[60-80];non;oui;[100K,400K];[200,400];Private;Pickup;no;2;12.0;Highly Urban/ Urban;16/04/2022 07:28;complet;dev_integral
351;F;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;no;2;11.0;Highly Urban/ Urban;16/04/2022 00:49;complet;dev_express
352;F;[60-80];non;non;[40K,80K];[200,400];Private;Pickup;no;4;11.0;Highly Urban/ Urban;16/04/2022 00:13;complet;dev_integral
353;F;[20-40];non;non;[100K,400K];[200,400];Private;Minivan;no;0;17.0;Highly Urban/ Urban;15/04/2022 20:51;complet;dev_integral
354;F;[40-60];oui;oui;[40K,80K];[200,400];Commercial;Van;no;0;1.0;Highly Urban/ Urban;15/04/2022 19:54;complet;dev_express
355;M;[20-40];non;non;[100K,400K];[200,400];Private;Minivan;no;0;11.0;Highly Urban/ Urban;15/04/2022 13:43;complet;dev_integral
356;M;[60-80];non;oui;[10K,40K];[200,400];Private;Minivan;no;0;1.0;Highly Urban/ Urban;15/04/2022 13:09;complet;dev_integral
357;M;[20-40];non;non;[100K,400K];[200,400];Private;Minivan;yes;1;8.0;Highly Urban/ Urban;15/04/2022 09:55;complet;dev_express
358;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Minivan;no;3;1.0;Highly Urban/ Urban;15/04/2022 05:20;complet;dev_express
359;F;[40-60];non;oui;[10K,40K];[200,400];Commercial;Pickup;no;7;1.0;Highly Urban/ Urban;14/04/2022 13:13;complet;dev_express
360;F;[60-80];non;non;[40K,80K];[400,600];Commercial;z_SUV;no;2;14.0;z_Highly Rural/ Rural;14/04/2022 10:57;complet;dev_premium
361;F;[40-60];non;non;0;[200,400];Private;z_SUV;no;0;25.0;Highly Urban/ Urban;14/04/2022 07:57;complet;dev_integral
362;M;[0-20];non;non;[100K,400K];[200,400];Private;Minivan;no;0;13.0;Highly Urban/ Urban;14/04/2022 05:42;complet;dev_express
363;M;[80-100];non;non;0;[200,400];Private;z_SUV;no;0;16.0;z_Highly Rural/ Rural;14/04/2022 05:13;complet;dev_premium
364;M;[40-60];non;non;[40K,80K];[200,400];Private;Sports Car;no;1;5.0;Highly Urban/ Urban;14/04/2022 03:21;complet;dev_express
365;M;[60-80];non;non;0;[200,400];Private;Sports Car;no;0;20.0;Highly Urban/ Urban;14/04/2022 03:08;complet;dev_integral
366;M;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;no;2;1.0;Highly Urban/ Urban;14/04/2022 03:03;complet;dev_integral
367;F;[80-100];non;non;[10K,40K];[200,400];Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;13/04/2022 20:56;complet;dev_premium
368;M;[0-20];non;oui;[40K,80K];[200,400];Private;Minivan;no;2;9.0;Highly Urban/ Urban;13/04/2022 19:59;complet;dev_premium
369;M;[0-20];non;oui;[4000,8000];[400,600];Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;13/04/2022 17:06;complet;dev_premium
370;F;[60-80];non;non;[40K,80K];[200,400];Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;13/04/2022 16:21;complet;dev_express
371;F;[40-60];non;non;[10K,40K];[200,400];Private;Minivan;yes;4;11.0;Highly Urban/ Urban;13/04/2022 14:44;complet;dev_integral
372;F;[20-40];non;oui;[10K,40K];[200,400];Commercial;z_SUV;no;1;6.0;Highly Urban/ Urban;13/04/2022 12:18;complet;dev_integral
373;M;[60-80];non;oui;0;[200,400];Commercial;z_SUV;no;0;12.0;z_Highly Rural/ Rural;13/04/2022 11:44;complet;dev_integral
